ID,Age,Masked,Vaccinate,Initial_Status
7104,2,Yes,No,Susceptible
7105,18,Yes,No,Infectious
7106,47,Yes,Yes,Recovered
7107,33,Yes,Yes,Susceptible
7108,84,Yes,No,Susceptible
7109,35,Yes,Yes,Susceptible
7110,51,Yes,Yes,Susceptible
7111,18,Yes,Yes,Susceptible
7112,88,No,Yes,Susceptible
7113,72,Yes,Yes,Susceptible
7114,30,Yes,Yes,Susceptible
7115,44,Yes,Yes,Susceptible
7116,53,Yes,No,Susceptible
7117,10,Yes,Yes,Susceptible
7118,87,Yes,No,Susceptible
7119,52,Yes,Yes,Susceptible
7120,49,Yes,No,Susceptible
7121,11,Yes,No,Susceptible
7122,66,No,No,Susceptible
7123,58,Yes,No,Exposed
7124,36,Yes,No,Susceptible
7125,33,No,No,Recovered
7126,47,No,No,Exposed
7127,13,Yes,No,Susceptible
7128,40,Yes,Yes,Infectious
7129,89,Yes,No,Susceptible
7130,68,Yes,Yes,Susceptible
7131,42,No,No,Susceptible
7132,19,No,Yes,Susceptible
7133,82,No,No,Susceptible
7134,19,Yes,Yes,Susceptible
7135,58,Yes,Yes,Susceptible
7136,23,Yes,No,Susceptible
7137,54,Yes,No,Susceptible
7138,80,Yes,No,Susceptible
7139,65,Yes,Yes,Susceptible
7140,12,Yes,Yes,Susceptible
7141,24,Yes,No,Exposed
7142,34,Yes,Yes,Susceptible
7143,53,No,No,Susceptible
7144,8,Yes,Yes,Recovered
7145,18,Yes,Yes,Susceptible
7146,57,Yes,Yes,Susceptible
7147,5,No,No,Recovered
7148,26,Yes,No,Exposed
7149,30,No,Yes,Susceptible
7150,54,Yes,Yes,Susceptible
7151,13,No,Yes,Susceptible
7152,83,No,Yes,Susceptible
7153,29,No,No,Susceptible
7154,3,No,Yes,Susceptible
7155,58,Yes,Yes,Susceptible
7156,76,Yes,Yes,Susceptible
7157,2,Yes,No,Susceptible
7158,75,Yes,No,Susceptible
7159,28,Yes,Yes,Susceptible
7160,82,No,No,Infectious
7161,77,Yes,Yes,Susceptible
7162,86,Yes,Yes,Recovered
7163,76,Yes,Yes,Infectious
7164,2,Yes,No,Recovered
7165,7,No,Yes,Susceptible
7166,26,Yes,Yes,Exposed
7167,88,No,No,Susceptible
7168,76,Yes,Yes,Susceptible
7169,16,Yes,Yes,Susceptible
7170,23,No,No,Susceptible
7171,40,No,Yes,Susceptible
7172,60,No,No,Susceptible
7173,73,Yes,No,Susceptible
7174,32,Yes,Yes,Susceptible
7175,15,No,Yes,Recovered
7176,13,Yes,No,Susceptible
7177,5,Yes,No,Susceptible
7178,75,No,No,Susceptible
7179,74,Yes,No,Susceptible
7180,52,Yes,No,Susceptible
7181,77,No,Yes,Recovered
7182,41,No,No,Susceptible
7183,53,Yes,Yes,Susceptible
7184,50,Yes,No,Susceptible
7185,15,Yes,No,Exposed
7186,7,Yes,No,Susceptible
7187,40,Yes,Yes,Exposed
7188,28,Yes,Yes,Recovered
7189,32,Yes,Yes,Susceptible
7190,15,Yes,Yes,Susceptible
7191,85,Yes,No,Susceptible
7192,70,No,No,Susceptible
7193,65,No,Yes,Susceptible
7194,4,No,No,Susceptible
7195,11,Yes,No,Susceptible
7196,26,Yes,No,Susceptible
7197,61,Yes,Yes,Susceptible
7198,37,No,Yes,Recovered
7199,23,Yes,Yes,Susceptible
7200,85,Yes,Yes,Susceptible
7201,40,Yes,Yes,Susceptible
7202,77,No,No,Susceptible
7203,23,No,Yes,Susceptible
7204,16,Yes,No,Susceptible
7205,61,Yes,Yes,Susceptible
7206,68,Yes,No,Susceptible
7207,80,Yes,No,Susceptible
7208,31,Yes,No,Susceptible
7209,53,Yes,Yes,Susceptible
7210,25,No,No,Susceptible
7211,44,No,No,Susceptible
7212,12,No,No,Susceptible
7213,9,No,Yes,Susceptible
7214,12,Yes,No,Susceptible
7215,69,Yes,Yes,Susceptible
7216,54,Yes,Yes,Susceptible
7217,54,No,No,Susceptible
7218,28,Yes,Yes,Susceptible
7219,56,Yes,Yes,Susceptible
7220,69,Yes,No,Susceptible
7221,77,No,Yes,Susceptible
7222,58,Yes,Yes,Susceptible
7223,78,Yes,Yes,Susceptible
7224,75,Yes,No,Susceptible
7225,42,Yes,No,Susceptible
7226,38,No,No,Susceptible
7227,68,Yes,No,Susceptible
7228,53,No,Yes,Susceptible
7229,33,No,Yes,Infectious
7230,71,Yes,No,Exposed
7231,56,No,No,Susceptible
7232,72,No,No,Susceptible
7233,51,No,No,Susceptible
7234,74,Yes,No,Susceptible
7235,43,Yes,No,Susceptible
7236,15,Yes,Yes,Susceptible
7237,38,Yes,Yes,Susceptible
7238,15,Yes,Yes,Susceptible
7239,5,Yes,No,Susceptible
7240,83,Yes,No,Susceptible
7241,54,Yes,Yes,Susceptible
7242,51,Yes,No,Susceptible
7243,10,Yes,No,Susceptible
7244,12,Yes,Yes,Exposed
7245,4,Yes,No,Susceptible
7246,18,No,Yes,Susceptible
7247,80,Yes,Yes,Susceptible
7248,36,Yes,Yes,Susceptible
7249,25,Yes,Yes,Susceptible
7250,87,Yes,Yes,Susceptible
7251,76,No,No,Susceptible
7252,36,Yes,No,Susceptible
7253,67,No,Yes,Susceptible
7254,9,Yes,No,Susceptible
7255,61,No,Yes,Susceptible
7256,53,Yes,No,Susceptible
7257,18,Yes,Yes,Recovered
7258,43,Yes,Yes,Recovered
7259,35,Yes,No,Susceptible
7260,63,Yes,Yes,Susceptible
7261,78,Yes,Yes,Susceptible
7262,4,No,Yes,Susceptible
7263,41,Yes,No,Infectious
7264,45,Yes,Yes,Exposed
7265,50,Yes,Yes,Susceptible
7266,79,Yes,Yes,Susceptible
7267,28,Yes,No,Susceptible
7268,42,Yes,No,Susceptible
7269,80,Yes,No,Susceptible
7270,76,Yes,Yes,Susceptible
7271,69,Yes,Yes,Susceptible
7272,1,Yes,Yes,Susceptible
7273,39,Yes,Yes,Susceptible
7274,17,Yes,No,Susceptible
7275,88,Yes,No,Susceptible
7276,35,No,No,Infectious
7277,46,Yes,Yes,Susceptible
7278,42,Yes,Yes,Susceptible
7279,39,Yes,No,Susceptible
7280,49,Yes,Yes,Susceptible
7281,62,No,Yes,Susceptible
7282,38,Yes,No,Susceptible
7283,23,Yes,Yes,Susceptible
7284,22,Yes,Yes,Susceptible
7285,4,Yes,Yes,Susceptible
7286,49,Yes,Yes,Susceptible
7287,59,No,Yes,Susceptible
7288,73,Yes,Yes,Susceptible
7289,68,Yes,No,Susceptible
7290,71,Yes,Yes,Susceptible
7291,87,Yes,No,Susceptible
7292,2,No,Yes,Susceptible
7293,49,No,Yes,Susceptible
7294,88,Yes,No,Susceptible
7295,31,Yes,Yes,Susceptible
7296,40,No,No,Exposed
7297,48,Yes,No,Susceptible
7298,51,No,Yes,Susceptible
7299,43,Yes,Yes,Susceptible
7300,55,Yes,No,Susceptible
7301,88,Yes,Yes,Susceptible
7302,49,Yes,Yes,Susceptible
7303,80,Yes,No,Susceptible
7304,57,No,No,Susceptible
7305,77,Yes,No,Susceptible
7306,15,Yes,Yes,Infectious
7307,27,Yes,No,Susceptible
7308,68,No,No,Susceptible
7309,80,Yes,No,Susceptible
7310,64,Yes,No,Susceptible
7311,30,No,No,Susceptible
7312,36,No,No,Susceptible
7313,67,No,No,Susceptible
7314,86,Yes,Yes,Susceptible
7315,86,Yes,Yes,Infectious
7316,49,Yes,No,Susceptible
7317,76,No,Yes,Susceptible
7318,55,Yes,No,Susceptible
7319,85,No,Yes,Susceptible
7320,56,No,No,Exposed
7321,68,Yes,Yes,Susceptible
7322,44,Yes,No,Susceptible
7323,31,Yes,No,Exposed
7324,58,Yes,Yes,Exposed
7325,87,No,No,Exposed
7326,53,Yes,No,Susceptible
7327,84,Yes,No,Susceptible
7328,79,Yes,Yes,Susceptible
7329,23,No,No,Susceptible
7330,28,Yes,No,Susceptible
7331,16,Yes,Yes,Susceptible
7332,37,Yes,No,Susceptible
7333,21,Yes,Yes,Susceptible
7334,79,Yes,Yes,Susceptible
7335,17,Yes,No,Susceptible
7336,37,Yes,No,Susceptible
7337,77,Yes,Yes,Susceptible
7338,19,Yes,No,Susceptible
7339,30,Yes,No,Susceptible
7340,45,Yes,No,Susceptible
7341,18,No,Yes,Susceptible
7342,78,Yes,No,Susceptible
7343,62,Yes,Yes,Exposed
7344,36,Yes,Yes,Susceptible
7345,84,Yes,Yes,Susceptible
7346,52,No,Yes,Susceptible
7347,19,Yes,No,Susceptible
7348,44,Yes,No,Susceptible
7349,7,Yes,No,Susceptible
7350,44,Yes,Yes,Susceptible
7351,68,Yes,Yes,Recovered
7352,34,Yes,No,Susceptible
7353,66,Yes,Yes,Susceptible
7354,69,Yes,Yes,Exposed
7355,55,No,No,Susceptible
7356,10,No,Yes,Susceptible
7357,42,No,No,Susceptible
7358,41,Yes,Yes,Susceptible
7359,77,Yes,No,Susceptible
7360,69,Yes,No,Susceptible
7361,10,Yes,No,Susceptible
7362,10,No,No,Susceptible
7363,60,Yes,Yes,Susceptible
7364,51,Yes,No,Susceptible
7365,21,Yes,Yes,Susceptible
7366,8,Yes,No,Susceptible
7367,65,No,No,Susceptible
7368,78,Yes,No,Susceptible
7369,85,Yes,No,Susceptible
7370,30,No,No,Exposed
7371,85,No,Yes,Recovered
7372,49,No,No,Exposed
7373,9,Yes,Yes,Susceptible
7374,17,Yes,No,Susceptible
7375,69,Yes,No,Susceptible
7376,58,Yes,Yes,Infectious
7377,57,Yes,No,Susceptible
7378,62,No,No,Susceptible
7379,52,Yes,No,Susceptible
7380,61,Yes,No,Susceptible
7381,40,Yes,No,Susceptible
7382,38,No,Yes,Susceptible
7383,43,No,Yes,Susceptible
7384,63,No,Yes,Susceptible
7385,19,Yes,No,Recovered
7386,50,No,No,Susceptible
7387,33,Yes,No,Susceptible
7388,13,No,Yes,Susceptible
7389,78,Yes,Yes,Exposed
7390,62,Yes,Yes,Infectious
7391,43,Yes,No,Susceptible
7392,49,Yes,No,Susceptible
7393,36,No,Yes,Susceptible
7394,10,Yes,Yes,Susceptible
7395,6,Yes,No,Susceptible
7396,57,Yes,No,Susceptible
7397,1,Yes,Yes,Susceptible
7398,71,Yes,Yes,Susceptible
7399,58,Yes,No,Susceptible
7400,21,Yes,Yes,Susceptible
7401,80,Yes,Yes,Susceptible
7402,56,Yes,Yes,Susceptible
7403,87,Yes,Yes,Recovered
7404,20,Yes,No,Susceptible
7405,54,No,No,Susceptible
7406,25,Yes,Yes,Susceptible
7407,28,No,Yes,Susceptible
7408,5,Yes,No,Susceptible
7409,21,No,No,Susceptible
7410,18,Yes,No,Susceptible
7411,47,Yes,Yes,Susceptible
7412,70,Yes,Yes,Susceptible
7413,57,No,No,Susceptible
7414,19,Yes,No,Susceptible
7415,65,Yes,Yes,Susceptible
7416,3,Yes,No,Recovered
7417,42,Yes,No,Exposed
7418,21,No,Yes,Susceptible
7419,40,Yes,No,Susceptible
7420,67,Yes,Yes,Susceptible
7421,25,Yes,No,Susceptible
7422,55,Yes,No,Susceptible
7423,84,Yes,No,Susceptible
7424,52,Yes,No,Susceptible
7425,44,No,No,Susceptible
7426,85,Yes,Yes,Susceptible
7427,56,No,Yes,Susceptible
7428,55,Yes,No,Infectious
7429,87,Yes,Yes,Exposed
7430,70,No,No,Susceptible
7431,77,Yes,Yes,Susceptible
7432,87,Yes,Yes,Susceptible
7433,73,Yes,Yes,Susceptible
7434,81,Yes,No,Infectious
7435,66,Yes,No,Susceptible
7436,19,No,No,Susceptible
7437,83,No,Yes,Susceptible
7438,7,Yes,No,Susceptible
7439,63,Yes,Yes,Susceptible
7440,42,No,No,Susceptible
7441,42,Yes,No,Susceptible
7442,59,Yes,Yes,Susceptible
7443,20,Yes,Yes,Susceptible
7444,73,Yes,No,Infectious
7445,17,Yes,Yes,Susceptible
7446,27,No,Yes,Susceptible
7447,47,Yes,No,Susceptible
7448,2,Yes,No,Susceptible
7449,63,Yes,No,Susceptible
7450,62,Yes,No,Exposed
7451,19,No,Yes,Susceptible
7452,17,Yes,No,Susceptible
7453,69,Yes,No,Susceptible
7454,39,No,Yes,Susceptible
7455,82,Yes,No,Susceptible
7456,71,Yes,No,Susceptible
7457,81,No,Yes,Recovered
7458,39,Yes,No,Susceptible
7459,36,No,No,Susceptible
7460,40,No,No,Susceptible
7461,45,No,Yes,Susceptible
7462,4,No,Yes,Susceptible
7463,25,Yes,No,Susceptible
7464,69,Yes,No,Susceptible
7465,30,Yes,No,Susceptible
7466,76,No,No,Susceptible
7467,68,No,Yes,Susceptible
7468,88,Yes,No,Susceptible
7469,29,Yes,No,Susceptible
7470,73,Yes,Yes,Susceptible
7471,68,Yes,Yes,Susceptible
7472,51,Yes,Yes,Susceptible
7473,24,Yes,Yes,Susceptible
7474,14,No,Yes,Susceptible
7475,69,Yes,No,Susceptible
7476,18,Yes,Yes,Susceptible
7477,42,No,Yes,Susceptible
7478,57,Yes,Yes,Susceptible
7479,83,Yes,Yes,Susceptible
7480,12,Yes,No,Susceptible
7481,82,Yes,Yes,Exposed
7482,17,Yes,Yes,Susceptible
7483,30,Yes,Yes,Susceptible
7484,88,Yes,Yes,Exposed
7485,75,No,No,Exposed
7486,23,Yes,No,Susceptible
7487,81,Yes,Yes,Susceptible
7488,1,No,No,Infectious
7489,79,Yes,No,Susceptible
7490,32,Yes,Yes,Susceptible
7491,9,No,Yes,Recovered
7492,15,Yes,No,Susceptible
7493,28,Yes,No,Susceptible
7494,24,No,Yes,Susceptible
7495,60,Yes,Yes,Susceptible
7496,35,Yes,No,Recovered
7497,86,No,No,Susceptible
7498,27,No,Yes,Susceptible
7499,83,Yes,Yes,Susceptible
7500,76,Yes,No,Susceptible
7501,20,Yes,No,Susceptible
7502,65,Yes,Yes,Susceptible
7503,85,No,Yes,Susceptible
7504,49,Yes,Yes,Susceptible
7505,1,Yes,Yes,Exposed
7506,10,No,Yes,Susceptible
7507,47,No,No,Susceptible
7508,59,No,No,Susceptible
7509,62,Yes,Yes,Susceptible
7510,86,Yes,No,Susceptible
7511,18,Yes,No,Susceptible
7512,46,Yes,Yes,Susceptible
7513,32,Yes,No,Infectious
7514,27,Yes,Yes,Susceptible
7515,18,Yes,No,Susceptible
7516,39,No,No,Susceptible
7517,49,Yes,Yes,Susceptible
7518,82,Yes,Yes,Susceptible
7519,44,Yes,No,Susceptible
7520,72,Yes,No,Infectious
7521,54,Yes,No,Susceptible
7522,34,Yes,No,Infectious
7523,71,Yes,No,Susceptible
7524,36,No,No,Exposed
7525,18,No,No,Susceptible
7526,38,Yes,No,Susceptible
7527,59,Yes,Yes,Susceptible
7528,9,Yes,Yes,Susceptible
7529,73,Yes,No,Susceptible
7530,72,Yes,No,Susceptible
7531,51,Yes,Yes,Susceptible
7532,35,Yes,No,Susceptible
7533,82,No,No,Susceptible
7534,5,Yes,No,Susceptible
7535,14,No,No,Susceptible
7536,30,Yes,Yes,Susceptible
7537,4,Yes,No,Susceptible
7538,39,Yes,No,Susceptible
7539,84,Yes,Yes,Susceptible
7540,64,Yes,Yes,Susceptible
7541,25,No,No,Susceptible
7542,28,Yes,Yes,Recovered
7543,76,Yes,No,Exposed
7544,66,No,No,Susceptible
7545,78,Yes,No,Susceptible
7546,22,Yes,No,Susceptible
7547,31,Yes,Yes,Susceptible
7548,23,No,Yes,Exposed
7549,48,Yes,Yes,Susceptible
7550,20,Yes,No,Susceptible
7551,38,Yes,Yes,Recovered
7552,55,No,Yes,Recovered
7553,68,No,Yes,Susceptible
7554,79,No,No,Susceptible
7555,88,Yes,Yes,Susceptible
7556,89,Yes,Yes,Recovered
7557,1,Yes,No,Susceptible
7558,7,Yes,Yes,Susceptible
7559,57,Yes,Yes,Susceptible
7560,12,No,Yes,Recovered
7561,5,No,No,Susceptible
7562,50,Yes,No,Exposed
7563,42,No,No,Susceptible
7564,12,Yes,Yes,Susceptible
7565,18,No,Yes,Susceptible
7566,66,No,Yes,Susceptible
7567,74,Yes,No,Susceptible
7568,79,Yes,No,Susceptible
7569,17,Yes,No,Susceptible
7570,68,Yes,No,Susceptible
7571,71,Yes,No,Susceptible
7572,62,Yes,Yes,Susceptible
7573,41,Yes,No,Susceptible
7574,34,Yes,No,Susceptible
7575,70,No,Yes,Susceptible
7576,45,Yes,No,Susceptible
7577,58,No,No,Exposed
7578,51,Yes,No,Susceptible
7579,34,No,Yes,Susceptible
7580,44,Yes,No,Susceptible
7581,15,Yes,No,Susceptible
7582,78,Yes,Yes,Susceptible
7583,70,Yes,No,Exposed
7584,50,Yes,No,Susceptible
7585,32,Yes,Yes,Susceptible
7586,67,No,No,Susceptible
7587,3,Yes,No,Susceptible
7588,86,Yes,Yes,Susceptible
7589,86,Yes,Yes,Susceptible
7590,74,Yes,Yes,Susceptible
7591,51,Yes,No,Susceptible
7592,67,Yes,No,Infectious
7593,76,Yes,Yes,Susceptible
7594,48,Yes,No,Susceptible
7595,17,Yes,Yes,Susceptible
7596,7,Yes,No,Susceptible
7597,13,No,No,Susceptible
7598,66,No,Yes,Susceptible
7599,4,Yes,Yes,Susceptible
7600,10,Yes,No,Susceptible
7601,88,Yes,Yes,Susceptible
7602,17,Yes,Yes,Susceptible
7603,52,Yes,Yes,Infectious
7604,6,Yes,No,Susceptible
7605,83,Yes,No,Susceptible
7606,69,Yes,No,Susceptible
7607,74,Yes,Yes,Infectious
7608,9,Yes,No,Infectious
7609,77,Yes,Yes,Susceptible
7610,83,Yes,No,Susceptible
7611,21,Yes,Yes,Susceptible
7612,24,Yes,Yes,Susceptible
7613,4,No,No,Susceptible
7614,24,No,Yes,Susceptible
7615,59,Yes,No,Susceptible
7616,3,Yes,Yes,Susceptible
7617,68,Yes,Yes,Infectious
7618,40,Yes,No,Susceptible
7619,48,Yes,Yes,Susceptible
7620,54,Yes,No,Recovered
7621,35,Yes,Yes,Susceptible
7622,56,Yes,Yes,Susceptible
7623,89,Yes,Yes,Susceptible
7624,40,Yes,Yes,Susceptible
7625,77,No,Yes,Susceptible
7626,68,Yes,No,Susceptible
7627,46,Yes,No,Susceptible
7628,78,Yes,Yes,Susceptible
7629,13,Yes,No,Exposed
7630,27,Yes,No,Susceptible
7631,6,Yes,Yes,Susceptible
7632,17,Yes,No,Susceptible
7633,36,Yes,Yes,Susceptible
7634,81,Yes,No,Susceptible
7635,2,Yes,No,Susceptible
7636,77,Yes,No,Susceptible
7637,52,Yes,No,Susceptible
7638,66,Yes,Yes,Susceptible
7639,52,No,No,Susceptible
7640,43,Yes,No,Infectious
7641,22,Yes,No,Susceptible
7642,55,Yes,Yes,Susceptible
7643,67,Yes,No,Susceptible
7644,60,No,Yes,Susceptible
7645,58,Yes,No,Susceptible
7646,12,Yes,Yes,Susceptible
7647,88,Yes,Yes,Susceptible
7648,69,Yes,No,Recovered
7649,84,Yes,Yes,Recovered
7650,39,Yes,Yes,Susceptible
7651,13,Yes,No,Susceptible
7652,41,Yes,No,Susceptible
7653,57,Yes,No,Susceptible
7654,53,Yes,No,Susceptible
7655,12,No,No,Susceptible
7656,13,Yes,No,Susceptible
7657,74,No,No,Susceptible
7658,57,Yes,No,Susceptible
7659,40,Yes,No,Susceptible
7660,80,Yes,No,Susceptible
7661,45,Yes,No,Susceptible
7662,35,No,Yes,Susceptible
7663,3,Yes,Yes,Susceptible
7664,5,Yes,Yes,Infectious
7665,11,Yes,No,Susceptible
7666,71,Yes,No,Susceptible
7667,56,Yes,Yes,Susceptible
7668,10,Yes,Yes,Susceptible
7669,34,Yes,No,Susceptible
7670,67,Yes,Yes,Susceptible
7671,72,No,No,Susceptible
7672,31,Yes,No,Exposed
7673,75,No,Yes,Susceptible
7674,71,No,No,Susceptible
7675,66,Yes,Yes,Susceptible
7676,70,No,No,Exposed
7677,41,Yes,Yes,Susceptible
7678,63,No,Yes,Susceptible
7679,32,Yes,Yes,Susceptible
7680,20,Yes,Yes,Exposed
7681,57,Yes,No,Susceptible
7682,50,Yes,Yes,Susceptible
7683,80,No,Yes,Susceptible
7684,25,Yes,No,Infectious
7685,12,No,Yes,Susceptible
7686,71,Yes,No,Recovered
7687,39,Yes,Yes,Susceptible
7688,17,Yes,Yes,Susceptible
7689,45,Yes,No,Susceptible
7690,11,Yes,No,Susceptible
7691,70,Yes,Yes,Susceptible
7692,23,Yes,No,Susceptible
7693,70,Yes,Yes,Susceptible
7694,38,No,No,Susceptible
7695,2,No,Yes,Susceptible
7696,86,No,Yes,Susceptible
7697,84,No,Yes,Susceptible
7698,89,No,Yes,Susceptible
7699,79,Yes,Yes,Susceptible
7700,72,Yes,Yes,Susceptible
7701,37,Yes,Yes,Susceptible
7702,49,Yes,Yes,Infectious
7703,52,Yes,No,Susceptible
7704,33,No,Yes,Susceptible
7705,22,No,Yes,Susceptible
7706,5,Yes,Yes,Susceptible
7707,18,Yes,No,Susceptible
7708,38,Yes,Yes,Susceptible
7709,37,Yes,Yes,Susceptible
7710,64,Yes,Yes,Susceptible
7711,10,Yes,No,Susceptible
7712,79,No,No,Susceptible
7713,42,No,Yes,Susceptible
7714,48,No,Yes,Susceptible
7715,44,Yes,No,Susceptible
7716,82,Yes,Yes,Susceptible
7717,87,Yes,Yes,Susceptible
7718,16,Yes,No,Susceptible
7719,54,Yes,Yes,Susceptible
7720,35,Yes,No,Susceptible
7721,28,Yes,No,Exposed
7722,2,No,Yes,Infectious
7723,13,No,No,Susceptible
7724,41,Yes,Yes,Susceptible
7725,80,No,Yes,Infectious
7726,59,Yes,Yes,Exposed
7727,69,Yes,No,Susceptible
7728,53,Yes,No,Susceptible
7729,45,No,Yes,Susceptible
7730,20,Yes,Yes,Susceptible
7731,24,Yes,Yes,Susceptible
7732,61,No,Yes,Exposed
7733,58,Yes,Yes,Susceptible
7734,27,Yes,No,Susceptible
7735,26,Yes,No,Susceptible
7736,7,No,Yes,Susceptible
7737,42,Yes,Yes,Susceptible
7738,47,Yes,Yes,Susceptible
7739,53,Yes,Yes,Recovered
7740,59,Yes,Yes,Susceptible
7741,38,Yes,Yes,Susceptible
7742,69,No,No,Susceptible
7743,87,Yes,No,Recovered
7744,53,Yes,Yes,Recovered
7745,15,No,No,Susceptible
7746,26,Yes,Yes,Susceptible
7747,48,No,Yes,Susceptible
7748,19,Yes,Yes,Susceptible
7749,9,No,No,Susceptible
7750,64,No,Yes,Susceptible
7751,54,Yes,No,Susceptible
7752,51,Yes,No,Exposed
7753,39,No,No,Susceptible
7754,4,Yes,No,Susceptible
7755,3,Yes,Yes,Susceptible
7756,64,No,Yes,Susceptible
7757,29,Yes,No,Susceptible
7758,11,Yes,Yes,Susceptible
7759,58,Yes,No,Susceptible
7760,75,Yes,No,Susceptible
7761,27,Yes,No,Susceptible
7762,21,Yes,Yes,Susceptible
7763,39,No,No,Susceptible
7764,46,Yes,No,Susceptible
7765,66,No,No,Infectious
7766,36,Yes,Yes,Susceptible
7767,75,Yes,Yes,Susceptible
7768,82,Yes,No,Susceptible
7769,65,Yes,Yes,Susceptible
7770,63,Yes,No,Susceptible
7771,35,Yes,Yes,Susceptible
7772,31,Yes,No,Susceptible
7773,28,No,Yes,Susceptible
7774,1,No,Yes,Susceptible
7775,25,No,Yes,Susceptible
7776,43,Yes,Yes,Susceptible
7777,84,Yes,Yes,Susceptible
7778,67,Yes,Yes,Susceptible
7779,63,No,Yes,Susceptible
7780,51,Yes,Yes,Susceptible
7781,2,Yes,Yes,Susceptible
7782,82,No,Yes,Susceptible
7783,64,Yes,Yes,Recovered
7784,74,Yes,No,Susceptible
7785,69,Yes,Yes,Susceptible
7786,9,No,No,Susceptible
7787,2,No,No,Susceptible
7788,34,Yes,No,Susceptible
7789,60,Yes,Yes,Susceptible
7790,61,Yes,Yes,Susceptible
7791,31,Yes,Yes,Susceptible
7792,10,Yes,Yes,Susceptible
7793,76,No,Yes,Exposed
7794,36,Yes,No,Infectious
7795,85,Yes,No,Recovered
7796,49,Yes,No,Susceptible
7797,70,Yes,Yes,Susceptible
7798,49,No,No,Susceptible
7799,3,Yes,Yes,Susceptible
7800,74,Yes,No,Susceptible
7801,5,Yes,No,Susceptible
7802,61,Yes,Yes,Susceptible
7803,85,Yes,Yes,Susceptible
7804,26,Yes,No,Susceptible
7805,72,No,Yes,Recovered
7806,5,No,Yes,Susceptible
7807,15,Yes,No,Susceptible
7808,16,Yes,Yes,Susceptible
7809,1,Yes,No,Susceptible
7810,16,Yes,No,Infectious
7811,37,No,Yes,Susceptible
7812,3,Yes,No,Susceptible
7813,52,Yes,No,Susceptible
7814,47,No,No,Susceptible
7815,13,No,Yes,Susceptible
7816,80,Yes,Yes,Susceptible
7817,55,Yes,Yes,Susceptible
7818,21,Yes,No,Susceptible
7819,66,Yes,Yes,Susceptible
7820,54,No,No,Susceptible
7821,27,Yes,Yes,Susceptible
7822,38,Yes,Yes,Susceptible
7823,58,Yes,No,Susceptible
7824,62,No,No,Susceptible
7825,46,Yes,Yes,Susceptible
7826,89,No,Yes,Susceptible
7827,11,Yes,No,Susceptible
7828,72,No,No,Susceptible
7829,8,Yes,No,Susceptible
7830,71,Yes,No,Susceptible
7831,64,No,Yes,Susceptible
7832,21,Yes,No,Susceptible
7833,72,No,Yes,Exposed
7834,63,Yes,Yes,Susceptible
7835,85,Yes,No,Susceptible
7836,64,Yes,Yes,Susceptible
7837,20,No,Yes,Susceptible
7838,8,No,No,Susceptible
7839,58,Yes,Yes,Susceptible
7840,46,No,Yes,Susceptible
7841,31,Yes,Yes,Susceptible
7842,9,No,No,Susceptible
7843,15,Yes,No,Susceptible
7844,26,No,Yes,Susceptible
7845,10,Yes,Yes,Susceptible
7846,29,No,Yes,Susceptible
7847,80,Yes,No,Susceptible
7848,36,No,Yes,Susceptible
7849,84,No,No,Susceptible
7850,37,Yes,Yes,Susceptible
7851,86,Yes,Yes,Susceptible
7852,71,No,No,Susceptible
7853,23,Yes,No,Susceptible
7854,41,Yes,Yes,Susceptible
7855,80,Yes,Yes,Susceptible
7856,28,Yes,No,Susceptible
7857,48,Yes,No,Susceptible
7858,38,Yes,Yes,Susceptible
7859,31,No,No,Susceptible
7860,14,No,Yes,Susceptible
7861,73,Yes,Yes,Susceptible
7862,88,Yes,No,Susceptible
7863,77,No,Yes,Susceptible
7864,29,No,Yes,Susceptible
7865,51,Yes,Yes,Susceptible
7866,49,Yes,No,Susceptible
7867,43,Yes,Yes,Susceptible
7868,72,Yes,Yes,Susceptible
7869,87,No,No,Susceptible
7870,5,No,Yes,Infectious
7871,42,Yes,Yes,Susceptible
7872,7,Yes,Yes,Susceptible
7873,42,No,No,Susceptible
7874,36,No,No,Recovered
7875,27,Yes,Yes,Susceptible
7876,58,Yes,Yes,Susceptible
7877,46,No,No,Susceptible
7878,66,No,Yes,Susceptible
7879,25,Yes,Yes,Susceptible
7880,73,No,No,Susceptible
7881,27,Yes,Yes,Infectious
7882,1,Yes,Yes,Susceptible
7883,87,No,No,Susceptible
7884,74,Yes,No,Infectious
7885,42,Yes,No,Susceptible
7886,52,No,No,Susceptible
7887,25,Yes,No,Susceptible
7888,54,Yes,Yes,Susceptible
7889,67,No,No,Susceptible
7890,6,Yes,No,Susceptible
7891,58,No,Yes,Susceptible
7892,70,No,No,Infectious
7893,53,Yes,No,Susceptible
7894,66,No,No,Susceptible
7895,58,No,Yes,Susceptible
7896,82,Yes,Yes,Susceptible
7897,87,Yes,No,Infectious
7898,2,No,No,Susceptible
7899,76,Yes,No,Susceptible
7900,22,Yes,Yes,Susceptible
7901,37,Yes,No,Susceptible
7902,20,No,Yes,Infectious
7903,24,Yes,Yes,Infectious
7904,84,Yes,Yes,Susceptible
7905,65,Yes,No,Susceptible
7906,65,No,No,Susceptible
7907,81,No,Yes,Susceptible
7908,1,No,No,Susceptible
7909,3,Yes,No,Susceptible
7910,46,No,Yes,Susceptible
7911,55,Yes,No,Susceptible
